=== OVS Snapshot: mid_churn @ 2026-04-19T23:19:05,111098632-07:00 ===
--- agg1 ---
OFPST_FLOW reply (OF1.3) (xid=0x2): flags=[more]
 cookie=0x0, duration=6784.210s, table=0, n_packets=4964, n_bytes=297840, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=9.504s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=6,nw_src=10.0.0.99,nw_dst=10.0.1.97,tp_src=46696,tp_dst=5001 actions=set_field:00:00:00:00:01:5f->eth_dst,output:16
 cookie=0x0, duration=0.732s, table=0, n_packets=5, n_bytes=310, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=49848,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:17
 cookie=0x0, duration=0.732s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=49848 actions=set_field:00:00:00:00:00:04->eth_dst,output:1
 cookie=0x0, duration=0.557s, table=0, n_packets=5, n_bytes=310, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.7,nw_dst=10.0.1.5,tp_src=46736,tp_dst=5001 actions=set_field:00:00:00:00:01:03->eth_dst,output:20
 cookie=0x0, duration=0.557s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.5,nw_dst=10.0.0.7,tp_src=5001,tp_dst=46736 actions=set_field:00:00:00:00:00:07->eth_dst,output:1
 cookie=0x0, duration=0.528s, table=0, n_packets=3, n_bytes=162, idle_timeout=15, priority=100,tcp,in_port=11,nw_src=10.0.0.250,nw_dst=10.0.1.248,tp_src=49092,tp_dst=5001 actions=set_field:00:00:00:00:01:f6->eth_dst,output:1
 cookie=0x0, duration=0.528s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.1.248,nw_dst=10.0.0.250,tp_src=5001,tp_dst=49092 actions=set_field:00:00:00:00:00:fa->eth_dst,output:11
 cookie=0x0, duration=0.506s, table=0, n_packets=3, n_bytes=162, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.0.249,nw_dst=10.0.1.247,tp_src=37476,tp_dst=5001 actions=set_field:00:00:00:00:01:f5->eth_dst,output:1
 cookie=0x0, duration=0.506s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.1.247,nw_dst=10.0.0.249,tp_src=5001,tp_dst=37476 actions=set_field:00:00:00:00:00:f9->eth_dst,output:10
 cookie=0x0, duration=0.506s, table=0, n_packets=3, n_bytes=162, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.0.252,nw_dst=10.0.1.250,tp_src=59100,tp_dst=5001 actions=set_field:00:00:00:00:01:f8->eth_dst,output:1
 cookie=0x0, duration=0.506s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.1.250,nw_dst=10.0.0.252,tp_src=5001,tp_dst=59100 actions=set_field:00:00:00:00:00:fc->eth_dst,output:13
 cookie=0x0, duration=0.506s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.5,nw_dst=10.0.1.3,tp_src=54890,tp_dst=5001 actions=set_field:00:00:00:00:01:01->eth_dst,output:18
 cookie=0x0, duration=0.506s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.3,nw_dst=10.0.0.5,tp_src=5001,tp_dst=54890 actions=set_field:00:00:00:00:00:05->eth_dst,output:1
 cookie=0x0, duration=0.487s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.2,nw_dst=10.0.0.254,tp_src=36036,tp_dst=5001 actions=set_field:00:00:00:00:00:fe->eth_dst,output:15
 cookie=0x0, duration=0.487s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.0.254,nw_dst=10.0.0.2,tp_src=5001,tp_dst=36036 actions=set_field:00:00:00:00:00:02->eth_dst,output:1
 cookie=0x0, duration=0.487s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.10,nw_dst=10.0.1.8,tp_src=41096,tp_dst=5001 actions=set_field:00:00:00:00:01:06->eth_dst,output:23
 cookie=0x0, duration=0.487s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=23,nw_src=10.0.1.8,nw_dst=10.0.0.10,tp_src=5001,tp_dst=41096 actions=set_field:00:00:00:00:00:0a->eth_dst,output:1
 cookie=0x0, duration=0.469s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.1,nw_dst=10.0.0.253,tp_src=44664,tp_dst=5001 actions=set_field:00:00:00:00:00:fd->eth_dst,output:14
 cookie=0x0, duration=0.469s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.0.253,nw_dst=10.0.0.1,tp_src=5001,tp_dst=44664 actions=set_field:00:00:00:00:00:01->eth_dst,output:1
 cookie=0x0, duration=0.469s, table=0, n_packets=3, n_bytes=182, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=49854,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:17
 cookie=0x0, duration=0.469s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=49854 actions=set_field:00:00:00:00:00:04->eth_dst,output:1
 cookie=0x0, duration=0.469s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.1,nw_dst=10.0.0.253,tp_src=44668,tp_dst=5001 actions=set_field:00:00:00:00:00:fd->eth_dst,output:14
 cookie=0x0, duration=0.469s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.0.253,nw_dst=10.0.0.1,tp_src=5001,tp_dst=44668 actions=set_field:00:00:00:00:00:01->eth_dst,output:1
 cookie=0x0, duration=0.459s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.10,nw_dst=10.0.1.8,tp_src=41110,tp_dst=5001 actions=set_field:00:00:00:00:01:06->eth_dst,output:23
 cookie=0x0, duration=0.459s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=23,nw_src=10.0.1.8,nw_dst=10.0.0.10,tp_src=5001,tp_dst=41110 actions=set_field:00:00:00:00:00:0a->eth_dst,output:1
 cookie=0x0, duration=0.459s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.5,nw_dst=10.0.1.3,tp_src=54894,tp_dst=5001 actions=set_field:00:00:00:00:01:01->eth_dst,output:18
 cookie=0x0, duration=0.459s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.3,nw_dst=10.0.0.5,tp_src=5001,tp_dst=54894 actions=set_field:00:00:00:00:00:05->eth_dst,output:1
 cookie=0x0, duration=0.442s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.2,nw_dst=10.0.0.254,tp_src=36046,tp_dst=5001 actions=set_field:00:00:00:00:00:fe->eth_dst,output:15
 cookie=0x0, duration=0.442s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.0.254,nw_dst=10.0.0.2,tp_src=5001,tp_dst=36046 actions=set_field:00:00:00:00:00:02->eth_dst,output:1
 cookie=0x0, duration=0.425s, table=0, n_packets=3, n_bytes=162, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.0.247,nw_dst=10.0.1.245,tp_src=40050,tp_dst=5001 actions=set_field:00:00:00:00:01:f3->eth_dst,output:1
 cookie=0x0, duration=0.425s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.1.245,nw_dst=10.0.0.247,tp_src=5001,tp_dst=40050 actions=set_field:00:00:00:00:00:f7->eth_dst,output:8
 cookie=0x0, duration=0.425s, table=0, n_packets=3, n_bytes=162, idle_timeout=15, priority=100,tcp,in_port=2,nw_src=10.0.0.241,nw_dst=10.0.1.239,tp_src=54970,tp_dst=5001 actions=set_field:00:00:00:00:01:ed->eth_dst,output:1
 cookie=0x0, duration=0.425s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.1.239,nw_dst=10.0.0.241,tp_src=5001,tp_dst=54970 actions=set_field:00:00:00:00:00:f1->eth_dst,output:2
 cookie=0x0, duration=0.412s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.3,nw_dst=10.0.1.1,tp_src=56088,tp_dst=5001 actions=set_field:00:00:00:00:00:ff->eth_dst,output:16
 cookie=0x0, duration=0.412s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.1,nw_dst=10.0.0.3,tp_src=5001,tp_dst=56088 actions=set_field:00:00:00:00:00:03->eth_dst,output:1
 cookie=0x0, duration=0.412s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.3,nw_dst=10.0.1.1,tp_src=56092,tp_dst=5001 actions=set_field:00:00:00:00:00:ff->eth_dst,output:16
 cookie=0x0, duration=0.412s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.1,nw_dst=10.0.0.3,tp_src=5001,tp_dst=56092 actions=set_field:00:00:00:00:00:03->eth_dst,output:1
 cookie=0x0, duration=0.395s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.6,nw_dst=10.0.1.4,tp_src=33826,tp_dst=5001 actions=set_field:00:00:00:00:01:02->eth_dst,output:19
 cookie=0x0, duration=0.395s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.4,nw_dst=10.0.0.6,tp_src=5001,tp_dst=33826 actions=set_field:00:00:00:00:00:06->eth_dst,output:1
 cookie=0x0, duration=0.374s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.6,nw_dst=10.0.1.4,tp_src=33838,tp_dst=5001 actions=set_field:00:00:00:00:01:02->eth_dst,output:19
 cookie=0x0, duration=0.373s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.4,nw_dst=10.0.0.6,tp_src=5001,tp_dst=33838 actions=set_field:00:00:00:00:00:06->eth_dst,output:1
 cookie=0x0, duration=0.373s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=49856,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:17
 cookie=0x0, duration=0.373s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=49856 actions=set_field:00:00:00:00:00:04->eth_dst,output:1
 cookie=0x0, duration=0.360s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.4,nw_dst=10.0.1.2,tp_src=49868,tp_dst=5001 actions=set_field:00:00:00:00:01:00->eth_dst,output:17
 cookie=0x0, duration=0.360s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=17,nw_src=10.0.1.2,nw_dst=10.0.0.4,tp_src=5001,tp_dst=49868 actions=set_field:00:00:00:00:00:04->eth_dst,output:1
 cookie=0x0, duration=0.325s, table=0, n_packets=5, n_bytes=310, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.8,nw_dst=10.0.1.6,tp_src=60298,tp_dst=5001 actions=set_field:00:00:00:00:01:04->eth_dst,output:21
 cookie=0x0, duration=0.325s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.6,nw_dst=10.0.0.8,tp_src=5001,tp_dst=60298 actions=set_field:00:00:00:00:00:08->eth_dst,output:1
 cookie=0x0, duration=0.232s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.11,nw_dst=10.0.1.9,tp_src=35222,tp_dst=5001 actions=set_field:00:00:00:00:01:07->eth_dst,output:24
 cookie=0x0, duration=0.232s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=24,nw_src=10.0.1.9,nw_dst=10.0.0.11,tp_src=5001,tp_dst=35222 actions=set_field:00:00:00:00:00:0b->eth_dst,output:1
 cookie=0x0, duration=0.232s, table=0, n_packets=2, n_bytes=128, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.11,nw_dst=10.0.1.9,tp_src=35234,tp_dst=5001 actions=set_field:00:00:00:00:01:07->eth_dst,output:24
 cookie=0x0, duration=0.232s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=24,nw_src=10.0.1.9,nw_dst=10.0.0.11,tp_src=5001,tp_dst=35234 actions=set_field:00:00:00:00:00:0b->eth_dst,output:1
 cookie=0x0, duration=0.163s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.7,nw_dst=10.0.1.5,tp_src=46742,tp_dst=5001 actions=set_field:00:00:00:00:01:03->eth_dst,output:20
 cookie=0x0, duration=0.163s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.5,nw_dst=10.0.0.7,tp_src=5001,tp_dst=46742 actions=set_field:00:00:00:00:00:07->eth_dst,output:1
 cookie=0x0, duration=0.150s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.7,nw_dst=10.0.1.5,tp_src=46756,tp_dst=5001 actions=set_field:00:00:00:00:01:03->eth_dst,output:20
 cookie=0x0, duration=0.150s, table=0, n_packets=1, n_bytes=74, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.5,nw_dst=10.0.0.7,tp_src=5001,tp_dst=46756 actions=set_field:00:00:00:00:00:07->eth_dst,output:1
 cookie=0x0, duration=0.100s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.9,nw_dst=10.0.1.7,tp_src=60220,tp_dst=5001 actions=set_field:00:00:00:00:01:05->eth_dst,output:22
 cookie=0x0, duration=0.100s, table=0, n_packets=2, n_bytes=148, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.7,nw_dst=10.0.0.9,tp_src=5001,tp_dst=60220 actions=set_field:00:00:00:00:00:09->eth_dst,output:1
 cookie=0x0, duration=0.086s, table=0, n_packets=4, n_bytes=256, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.8,nw_dst=10.0.1.6,tp_src=60322,tp_dst=5001 actions=set_field:00:00:00:00:01:04->eth_dst,output:21
 cookie=0x0, duration=0.086s, table=0, n_packets=3, n_bytes=222, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.6,nw_dst=10.0.0.8,tp_src=5001,tp_dst=60322 actions=set_field:00:00:00:00:00:08->eth_dst,output:1
 cookie=0x0, duration=0.070s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.8,nw_dst=10.0.1.6,tp_src=60332,tp_dst=5001 actions=set_field:00:00:00:00:01:04->eth_dst,output:21
 cookie=0x0, duration=0.070s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.6,nw_dst=10.0.0.8,tp_src=5001,tp_dst=60332 actions=set_field:00:00:00:00:00:08->eth_dst,output:1
 cookie=0x0, duration=0.052s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.9,nw_dst=10.0.1.7,tp_src=60228,tp_dst=5001 actions=set_field:00:00:00:00:01:05->eth_dst,output:22
 cookie=0x0, duration=0.052s, table=0, n_packets=0, n_bytes=0, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.7,nw_dst=10.0.0.9,tp_src=5001,tp_dst=60228 actions=set_field:00:00:00:00:00:09->eth_dst,output:1
 cookie=0x0, duration=6784.333s, table=0, n_packets=1894684, n_bytes=40695545050, priority=0 actions=CONTROLLER:65535
edge11 flow_count=302
--- edge12 ---
OFPST_FLOW reply (OF1.3) (xid=0x2):
 cookie=0x0, duration=6784.302s, table=0, n_packets=226, n_bytes=13560, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=9.569s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.15,nw_dst=10.0.1.13,tp_src=33914,tp_dst=5001 actions=set_field:00:00:00:00:01:0b->eth_dst,output:4
 cookie=0x0, duration=9.569s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=4,nw_src=10.0.1.13,nw_dst=10.0.0.15,tp_src=5001,tp_dst=33914 actions=set_field:00:00:00:00:00:0f->eth_dst,output:1
 cookie=0x0, duration=9.569s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.36,nw_dst=10.0.1.34,tp_src=47404,tp_dst=5001 actions=set_field:00:00:00:00:01:20->eth_dst,output:25
 cookie=0x0, duration=9.569s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=25,nw_src=10.0.1.34,nw_dst=10.0.0.36,tp_src=5001,tp_dst=47404 actions=set_field:00:00:00:00:00:24->eth_dst,output:1
 cookie=0x0, duration=9.569s, table=0, n_packets=5, n_bytes=346, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.30,nw_dst=10.0.1.28,tp_src=44784,tp_dst=5001 actions=set_field:00:00:00:00:01:1a->eth_dst,output:19
 cookie=0x0, duration=9.569s, table=0, n_packets=4, n_bytes=280, idle_timeout=15, priority=100,tcp,in_port=19,nw_src=10.0.1.28,nw_dst=10.0.0.30,tp_src=5001,tp_dst=44784 actions=set_field:00:00:00:00:00:1e->eth_dst,output:1
 cookie=0x0, duration=9.539s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.29,nw_dst=10.0.1.27,tp_src=46986,tp_dst=5001 actions=set_field:00:00:00:00:01:19->eth_dst,output:18
 cookie=0x0, duration=9.539s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=18,nw_src=10.0.1.27,nw_dst=10.0.0.29,tp_src=5001,tp_dst=46986 actions=set_field:00:00:00:00:00:1d->eth_dst,output:1
 cookie=0x0, duration=9.539s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.33,nw_dst=10.0.1.31,tp_src=39592,tp_dst=5001 actions=set_field:00:00:00:00:01:1d->eth_dst,output:22
 cookie=0x0, duration=9.539s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=22,nw_src=10.0.1.31,nw_dst=10.0.0.33,tp_src=5001,tp_dst=39592 actions=set_field:00:00:00:00:00:21->eth_dst,output:1
 cookie=0x0, duration=9.539s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.26,nw_dst=10.0.1.24,tp_src=47598,tp_dst=5001 actions=set_field:00:00:00:00:01:16->eth_dst,output:15
 cookie=0x0, duration=9.539s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=15,nw_src=10.0.1.24,nw_dst=10.0.0.26,tp_src=5001,tp_dst=47598 actions=set_field:00:00:00:00:00:1a->eth_dst,output:1
 cookie=0x0, duration=9.520s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.31,nw_dst=10.0.1.29,tp_src=43280,tp_dst=5001 actions=set_field:00:00:00:00:01:1b->eth_dst,output:20
 cookie=0x0, duration=9.520s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=20,nw_src=10.0.1.29,nw_dst=10.0.0.31,tp_src=5001,tp_dst=43280 actions=set_field:00:00:00:00:00:1f->eth_dst,output:1
 cookie=0x0, duration=9.468s, table=0, n_packets=10819, n_bytes=586870862, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.17,nw_dst=10.0.1.15,tp_src=49152,tp_dst=5001 actions=set_field:00:00:00:00:01:0d->eth_dst,output:6
 cookie=0x0, duration=9.468s, table=0, n_packets=2704, n_bytes=178508, idle_timeout=15, priority=100,tcp,in_port=6,nw_src=10.0.1.15,nw_dst=10.0.0.17,tp_src=5001,tp_dst=49152 actions=set_field:00:00:00:00:00:11->eth_dst,output:1
 cookie=0x0, duration=9.387s, table=0, n_packets=4, n_bytes=272, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.34,nw_dst=10.0.1.32,tp_src=42736,tp_dst=5001 actions=set_field:00:00:00:00:01:1e->eth_dst,output:23
 cookie=0x0, duration=9.387s, table=0, n_packets=3, n_bytes=206, idle_timeout=15, priority=100,tcp,in_port=23,nw_src=10.0.1.32,nw_dst=10.0.0.34,tp_src=5001,tp_dst=42736 actions=set_field:00:00:00:00:00:22->eth_dst,output:1
 cookie=0x0, duration=8.136s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.24,nw_dst=10.0.1.22,tp_src=36762,tp_dst=5001 actions=set_field:00:00:00:00:01:14->eth_dst,output:13
 cookie=0x0, duration=8.136s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=13,nw_src=10.0.1.22,nw_dst=10.0.0.24,tp_src=5001,tp_dst=36762 actions=set_field:00:00:00:00:00:18->eth_dst,output:1
 cookie=0x0, duration=8.136s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.16,nw_dst=10.0.1.14,tp_src=55754,tp_dst=5001 actions=set_field:00:00:00:00:01:0c->eth_dst,output:5
 cookie=0x0, duration=8.136s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=5,nw_src=10.0.1.14,nw_dst=10.0.0.16,tp_src=5001,tp_dst=55754 actions=set_field:00:00:00:00:00:10->eth_dst,output:1
 cookie=0x0, duration=8.113s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.19,nw_dst=10.0.1.17,tp_src=59228,tp_dst=5001 actions=set_field:00:00:00:00:01:0f->eth_dst,output:8
 cookie=0x0, duration=8.113s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=8,nw_src=10.0.1.17,nw_dst=10.0.0.19,tp_src=5001,tp_dst=59228 actions=set_field:00:00:00:00:00:13->eth_dst,output:1
 cookie=0x0, duration=8.086s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.18,nw_dst=10.0.1.16,tp_src=40502,tp_dst=5001 actions=set_field:00:00:00:00:01:0e->eth_dst,output:7
 cookie=0x0, duration=8.086s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=7,nw_src=10.0.1.16,nw_dst=10.0.0.18,tp_src=5001,tp_dst=40502 actions=set_field:00:00:00:00:00:12->eth_dst,output:1
 cookie=0x0, duration=8.086s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.21,nw_dst=10.0.1.19,tp_src=37150,tp_dst=5001 actions=set_field:00:00:00:00:01:11->eth_dst,output:10
 cookie=0x0, duration=8.086s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=10,nw_src=10.0.1.19,nw_dst=10.0.0.21,tp_src=5001,tp_dst=37150 actions=set_field:00:00:00:00:00:15->eth_dst,output:1
 cookie=0x0, duration=8.029s, table=0, n_packets=320, n_bytes=1157808, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.25,nw_dst=10.0.1.23,tp_src=34786,tp_dst=5001 actions=set_field:00:00:00:00:01:15->eth_dst,output:14
 cookie=0x0, duration=8.029s, table=0, n_packets=303, n_bytes=20002, idle_timeout=15, priority=100,tcp,in_port=14,nw_src=10.0.1.23,nw_dst=10.0.0.25,tp_src=5001,tp_dst=34786 actions=set_field:00:00:00:00:00:19->eth_dst,output:1
 cookie=0x0, duration=7.977s, table=0, n_packets=6, n_bytes=392, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.22,nw_dst=10.0.1.20,tp_src=55668,tp_dst=5001 actions=set_field:00:00:00:00:01:12->eth_dst,output:11
 cookie=0x0, duration=7.977s, table=0, n_packets=6, n_bytes=408, idle_timeout=15, priority=100,tcp,in_port=11,nw_src=10.0.1.20,nw_dst=10.0.0.22,tp_src=5001,tp_dst=55668 actions=set_field:00:00:00:00:00:16->eth_dst,output:1
 cookie=0x0, duration=7.873s, table=0, n_packets=12272, n_bytes=689206712, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.32,nw_dst=10.0.1.30,tp_src=44352,tp_dst=5001 actions=set_field:00:00:00:00:01:1c->eth_dst,output:21
 cookie=0x0, duration=7.873s, table=0, n_packets=3139, n_bytes=207362, idle_timeout=15, priority=100,tcp,in_port=21,nw_src=10.0.1.30,nw_dst=10.0.0.32,tp_src=5001,tp_dst=44352 actions=set_field:00:00:00:00:00:20->eth_dst,output:1
 cookie=0x0, duration=7.873s, table=0, n_packets=22030, n_bytes=1184904700, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.27,nw_dst=10.0.1.25,tp_src=35474,tp_dst=5001 actions=set_field:00:00:00:00:01:17->eth_dst,output:16
 cookie=0x0, duration=7.873s, table=0, n_packets=6035, n_bytes=398446, idle_timeout=15, priority=100,tcp,in_port=16,nw_src=10.0.1.25,nw_dst=10.0.0.27,tp_src=5001,tp_dst=35474 actions=set_field:00:00:00:00:00:1b->eth_dst,output:1
 cookie=0x0, duration=7.752s, table=0, n_packets=151, n_bytes=1146654, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.35,nw_dst=10.0.1.33,tp_src=46642,tp_dst=5001 actions=set_field:00:00:00:00:01:1f->eth_dst,output:24
 cookie=0x0, duration=7.752s, table=0, n_packets=131, n_bytes=8650, idle_timeout=15, priority=100,tcp,in_port=24,nw_src=10.0.1.33,nw_dst=10.0.0.35,tp_src=5001,tp_dst=46642 actions=set_field:00:00:00:00:00:23->eth_dst,output:1
 cookie=0x0, duration=7.562s, table=0, n_packets=220, n_bytes=2519568, idle_timeout=15, priority=100,tcp,in_port=1,nw_src=10.0.0.28,nw_dst=10.0.1.26,tp_src=38452,tp_dst=5001 actions=set_field:00:00:00:00:01:18->eth_dst,output:17
